latitude degree WGS84,longitude degree WGS84,altitude in meters AMSL,thermal probability in a circle with 250m radius around the hotspot
42.3115,13.73725,849,97
50.36386,13.17044,499,97
47.21241,18.06885,327,97
49.94858,4.62896,327,97
45.36565,5.92996,996,97
42.70122,13.62566,994,97
47.09819,11.32164,1800,97
50.65241,15.72933,1175,97
49.91262,11.16441,494,97
46.76717,8.90477,2789,97
49.33554,9.09371,244,97
44.90232,5.14378,909,97
47.80417,13.10704,1183,97
46.13208,6.16835,1084,97
46.41094,23.52013,1169,97
45.66251,8.08816,1499,97
46.21034,13.70048,845,97
47.57484,10.77512,1045,97
46.8994,8.67779,1795,97
45.53207,6.23936,1092,97
45.52127,7.88527,689,97
41.47087,-7.33748,809,97
46.73298,11.95059,2045,97
41.33496,21.24908,1119,97
47.0919,11.2519,1934,97
46.19324,12.18644,1415,97
43.01443,2.2235,467,97
46.71139,8.81474,1980,97
47.55056,9.77084,632,97
45.78485,11.54482,798,97
47.31223,12.85216,1800,97
52.03474,6.22034,8,97
45.73357,9.81649,1031,97
43.8531,7.60377,435,97
45.84332,6.42957,1890,97
45.35126,6.00604,1023,97
38.30154,28.03687,1165,97
51.16113,12.47429,147,97
46.47031,6.97609,1735,97
50.84835,-2.51261,161,97
47.71693,15.77878,1522,97
45.89189,13.94648,751,97
42.2386,14.00354,262,97
42.77592,0.38992,1922,97
46.92549,8.64356,1763,97
46.83104,9.72392,2081,97
45.76775,11.2519,1133,97
52.82096,-7.91824,392,97
47.33112,15.40725,1274,97
43.82701,7.56699,376,97
45.72277,6.0276,1299,97
49.57734,17.66308,417,97
51.21955,17.45132,158,97
45.53836,6.01619,924,97
42.60672,23.28555,1712,97
41.70668,2.19941,582,97
47.29155,9.42213,1235,97
45.84332,6.09607,797,97
45.57975,5.72581,364,97
41.24496,1.03028,757,97
46.61694,7.18912,1213,97
41.72918,13.74866,1029,97
46.84633,8.40009,1820,97
45.06429,5.74102,667,97
45.76056,9.84058,812,97
47.17194,9.07088,794,96
42.52752,0.53574,2020,96
42.0973,2.27929,1132,96
44.91671,5.59393,1610,96
47.50379,10.39471,1025,96
47.42195,10.33638,2074,96
49.47756,21.65359,525,96
44.38041,5.68396,1435,96
43.82701,7.71535,724,96
42.54462,12.02033,380,96
49.856,11.21132,458,96
47.28075,10.35794,2103,96
46.18155,12.23716,1045,96
45.96746,12.0812,1149,96
47.53347,10.62549,1544,96
46.44512,11.80857,2288,96
44.63596,6.52594,1640,96
47.40127,10.32751,1807,96
45.28019,5.85642,453,96
49.29689,16.17822,520,96
43.92329,7.6025,1180,96
47.74931,12.82426,1322,96
49.94498,7.05724,303,96
47.4903,13.28203,1772,96
49.11891,21.02845,478,96
41.23506,14.17218,667,96
48.34198,18.10436,504,96
50.38094,9.99274,698,96
51.96643,7.20307,114,96
46.93898,9.00114,1186,96
43.76492,7.44273,642,96
49.25823,20.00134,1396,96
46.86792,11.59173,2615,96
47.14405,9.28391,1193,96
43.80271,6.96848,1083,96
43.2745,27.27859,190,96
46.47391,7.47062,1915,96
48.13692,8.07548,910,96
46.07001,11.85802,1205,96
45.77855,6.38645,1431,96
46.86252,8.34303,1608,96
43.36539,13.08294,644,96
47.47052,10.53419,1822,96
45.873,9.38662,683,96
41.71028,13.82348,1064,96
44.77724,5.81077,1696,96
40.44642,-5.28326,1823,96
50.86094,0.04502,50,96
48.5731,9.57556,625,96
46.20224,8.89209,1471,96
46.91469,11.86309,2354,96
47.47861,13.23384,1451,96
46.84723,11.6843,2125,96
38.48888,-8.97705,323,96
43.53725,5.64085,902,96
47.74661,14.35351,1412,96
45.62473,8.00447,1349,96
46.52338,7.54797,1991,96
47.75561,12.25619,1245,96
51.75612,9.36126,290,96
44.20134,6.48536,1970,96
46.00074,12.208,1031,96
49.23576,20.32849,944,96
46.71409,8.82742,1936,96
46.4784,6.93678,1358,96
42.92443,1.5806,1094,96
47.93817,14.33703,762,96
49.98993,9.72139,295,96
41.45737,-7.2931,754,96
46.00524,12.23082,965,96
46.87331,8.41024,1382,96
46.46761,8.20989,2022,96
45.60853,10.25776,834,96
42.70392,25.38034,937,96
49.85869,11.22527,472,96
47.72143,18.81065,470,96
46.2931,13.24018,1279,96
45.13536,5.88305,1675,96
47.43544,11.05409,1945,96
46.70869,7.77749,1846,96
49.98903,4.71011,132,96
43.97008,6.4917,1429,96
39.81346,30.11264,912,96
45.83972,11.78701,1223,96
47.11438,11.34574,1576,96
51.1054,-2.27042,134,96
47.48131,10.65339,1631,96
46.18335,13.33021,613,96
47.60991,12.50852,1721,96
47.82845,14.22417,1318,96
47.42465,12.25365,1596,96
44.68186,6.80998,2178,96
46.20584,8.98592,1380,96
52.16776,-3.34317,227,96
47.40216,9.90905,959,96
50.38454,14.29265,355,96
45.22532,5.70806,917,96
46.44422,6.17723,936,96
45.68409,5.97181,1302,96
40.8723,21.79814,1537,96
46.81754,12.71014,1898,96
47.78439,8.55733,855,96
47.11977,13.64215,1957,96
41.72378,13.39361,901,96
43.02344,13.25159,1103,96
46.97227,9.41452,2304,96
42.63732,-2.39088,811,96
48.37075,14.17345,464,96
47.58563,11.46747,1494,96
47.53797,14.95076,1743,96
46.86072,7.92204,1170,96
47.71514,12.35636,1426,96
45.79114,6.0872,1258,96
47.65578,14.17599,1953,96
47.45253,11.07691,1668,96
45.73627,9.87482,1038,96
46.78516,13.02842,2020,96
45.38994,7.58602,1251,96
46.86972,12.06725,2625,96
46.15007,10.95899,1264,96
45.86581,11.81237,1452,96
50.11488,5.01064,186,96
49.5279,9.82283,367,96
38.2466,23.6723,401,96
53.29521,-1.6998,319,96
47.50379,15.30581,1262,96
43.35459,12.74691,1066,96
47.41476,10.32624,1818,96
51.15304,7.75847,568,96
45.68769,9.98767,772,96
46.18155,15.20563,825,96
46.5009,8.26695,2003,96
47.03883,11.98609,2810,96
47.91479,7.00272,1002,96
46.47571,11.69064,2314,96
47.55595,11.06931,1686,96
45.48709,7.80539,672,96
45.08229,5.63958,990,96
52.10484,-2.34396,291,96
46.24182,13.17678,607,96
46.06461,7.27027,1929,96
45.56625,6.06311,1498,96
49.63757,20.08883,571,96
45.93237,13.79304,961,96
41.46547,-6.96848,1000,96
45.51678,7.90176,720,96
47.2187,7.39454,1186,96
40.88221,8.78304,297,96
48.86719,16.65246,495,96
47.74032,12.56432,1534,96
45.6706,6.28628,1341,96
42.34301,22.8354,1347,96
46.06731,15.28679,891,96
46.20764,8.80713,1515,96
46.85622,11.78574,2148,96
46.2796,13.59396,1044,96
45.94587,6.72248,1214,96
48.06138,8.01081,1222,96
46.33538,14.34464,818,96
41.66258,1.63259,743,96
41.73188,13.76261,1247,96
46.76267,9.83931,2110,96
54.37487,24.84142,120,96
51.01283,-2.09669,135,96
41.49247,1.20146,782,96
46.59355,11.71854,2090,96
48.49486,17.26492,244,96
39.78555,22.60081,667,96
42.96673,25.3778,495,96
46.57286,11.76038,2043,96
45.83612,9.16852,1197,96
44.93381,7.31592,729,95
45.65081,6.77067,1851,95
47.19981,15.45924,1327,95
47.37968,10.31609,1656,95
38.06016,13.40883,390,95
38.49519,22.33833,900,95
47.65668,11.49917,1681,95
47.57214,10.80682,1586,95
47.60991,12.2359,1163,95
46.47931,11.70966,2277,95
46.20494,13.70935,687,95
45.8685,6.23683,1315,95
47.44534,13.75754,1739,95
45.78215,11.66021,497,95
45.89819,14.07328,1093,95
47.03883,10.00162,2153,95
49.6906,20.01021,906,95
45.77225,9.49694,862,95
46.4982,8.16551,3388,95
49.72026,11.14919,425,95
45.82892,9.76323,1306,95
46.68261,8.69428,2933,95
46.71229,7.53022,1270,95
49.10183,8.71583,211,95
46.5,11.80476,2687,95
45.96206,8.80967,949,95
45.83972,9.43988,1181,95
50.91666,-2.21843,88,95
38.05475,23.40221,473,95
40.25104,-4.8851,929,95
42.96313,-3.0249,808,95
43.89719,5.91728,377,95
49.23486,13.54324,619,95
46.0898,11.92776,1305,95
45.24601,14.66672,655,95
45.81633,11.77687,286,95
43.8531,6.26472,1287,95
47.05142,8.4673,1411,95
47.51458,14.93047,1693,95
50.07352,17.13305,1129,95
45.76416,6.16582,1533,95
43.71992,6.97863,747,95
44.402,9.28391,550,95
41.48437,0.36202,128,95
46.55217,11.593,1702,95
42.07479,1.79744,1009,95
46.98486,24.89088,640,95
46.37316,11.6209,2151,95
47.07571,11.23922,2053,95
47.9049,13.81587,724,95
44.4317,7.36411,1029,95
46.45142,8.05392,3194,95
39.2021,20.94729,307,95
45.24871,4.5402,1076,95
47.72233,14.90384,1514,95
45.91079,8.66638,758,95
46.75637,0.03741,96,95
45.30178,5.88685,719,95
42.89113,2.69394,569,95
46.85352,6.61724,1096,95
48.70441,7.3286,469,95
51.96104,-0.44571,87,95
46.17525,12.67337,722,95
49.78228,19.22023,599,95
47.55685,10.19563,1184,95
46.98846,12.60997,2465,95
40.54096,-7.4478,967,95
46.32998,5.39358,506,95
54.69734,-3.01475,432,95
46.42443,7.24745,2143,95
47.31043,14.80113,1462,95
44.21934,10.76117,1423,95
47.45523,13.29597,1595,95
46.13118,25.8698,1093,95
41.11535,24.75393,786,95
46.76177,11.75024,1532,95
44.72775,6.1151,2332,95
47.47052,10.65593,1578,95
43.06754,12.64801,1028,95
39.46861,21.59145,877,95
49.72565,20.59351,326,95
47.82486,8.02856,1214,95
49.10093,8.98592,248,95
46.27241,13.64215,1344,95
46.46671,8.18579,2487,95
46.06011,6.59441,916,95
46.03582,7.11938,1909,95
47.92738,20.42359,455,95
41.36826,1.22429,567,95
53.3518,-1.80631,420,95
45.97195,7.09275,2338,95
44.95451,34.18811,339,95
47.32662,29.12485,24,95
51.25011,7.74959,191,95
44.46679,1.37645,146,95
46.86612,11.77814,2450,95
45.94857,8.71964,1019,95
49.9297,7.89542,87,95
46.94888,8.53577,1337,95
40.93533,33.27259,1459,95
47.44084,13.69287,2001,95
47.87072,4.05834,142,95
48.49666,8.22891,941,95
47.83205,16.06029,570,95
41.85699,14.65277,845,95
46.80495,12.94219,2381,95
54.13594,-2.07641,312,95
43.99078,6.47268,1424,95
38.20337,21.79561,436,95
47.27986,9.43861,1512,95
48.96879,17.99531,341,95
46.57466,7.92965,1850,95
44.97701,5.5952,1429,95
46.85712,11.84661,2238,95
45.79924,9.92681,1095,95
46.78875,11.26712,1997,95
42.145,1.63386,1224,95
39.95302,21.78673,1476,95
46.19234,13.76134,924,95
47.07571,9.96104,1818,95
45.84512,6.77701,2479,95
46.4973,8.1896,3085,95
47.31943,12.54023,2051,95
46.40194,8.10464,1881,95
46.8976,12.17503,2195,95
47.67556,12.32973,1364,95
41.90919,24.93906,1106,95
43.59215,3.34571,214,95
45.81273,9.46017,1045,95
45.80733,11.75151,518,95
41.03435,22.0099,706,95
49.90993,11.14792,501,95
47.98764,15.6038,978,95
52.27202,8.72725,124,95
41.36016,14.51075,909,95
48.91126,17.77467,796,95
45.44391,13.96423,437,95
47.25288,7.5391,1243,95
45.55006,6.05677,1489,95
46.09699,18.12338,472,95
46.71409,12.37031,2144,95
45.92428,6.5792,1630,95
47.89231,6.93932,908,95
45.41692,5.89826,1590,95
40.3888,29.31885,952,95
47.03613,11.17582,2986,95
45.70658,9.9864,1125,95
45.85771,6.23936,1441,95
44.90052,1.63767,115,95
40.35188,36.16751,1002,95
47.9013,14.07581,835,95
47.57034,10.5735,948,95
49.82453,16.19216,503,95
46.20134,8.71076,1359,95
46.63313,7.62913,2328,95
47.72323,14.12527,1583,95
47.2241,15.76103,927,95
45.49249,7.94106,619,95
44.96531,7.34255,1114,95
47.36979,18.25272,415,95
48.80783,13.17297,760,95
43.79281,7.45287,664,95
49.73554,21.84126,439,95
46.87241,8.35444,1453,95
48.94992,11.36349,401,95
47.55955,10.78653,1810,95
47.05592,11.22274,2001,95
49.19082,20.78625,899,95
45.18844,5.94011,1871,95
46.10329,11.96834,1383,95
43.90349,11.13271,496,95
51.09282,22.9939,216,94
39.23181,8.3722,6,94
40.24744,-4.90412,1063,94
50.96969,11.61963,283,94
38.06286,23.37304,655,94
44.69715,6.18991,2186,94
47.14405,8.52056,701,94
47.07481,9.41706,1656,94
47.72683,12.6759,1328,94
46.86612,11.65006,2506,94
55.71055,24.33675,50,94
47.57933,13.01827,1546,94
46.92729,11.96073,1401,94
49.55936,5.05882,269,94
45.33956,5.91982,987,94
46.83014,11.87197,1570,94
47.44534,13.28456,1522,94
45.64001,24.75266,1797,94
47.22949,7.43258,1094,94
38.99862,21.32644,432,94
39.97643,-8.55479,265,94
46.16446,10.80175,1904,94
45.38454,23.46941,1649,94
43.36089,12.77608,1046,94
48.18189,8.11225,789,94
44.82313,5.36949,1491,94
42.10089,1.78856,1348,94
40.8759,8.77036,294,94
45.91978,6.34081,1531,94
47.23579,7.42751,1315,94
46.87871,9.25982,2578,94
42.02799,0.76526,1134,94
47.26817,7.55939,1131,94
43.65784,11.61329,1377,94
45.86401,9.38282,212,94
47.68456,11.73376,1146,94
42.79123,1.39801,1759,94
51.36335,-1.48043,158,94
45.64362,24.61445,1660,94
45.40703,6.19245,2148,94
43.35909,12.72663,853,94
50.69196,16.29361,815,94
46.6871,13.92365,1663,94
43.04864,24.07934,621,94
46.2931,8.73866,2198,94
46.77076,13.1958,1563,94
47.37429,10.33258,1888,94
42.80923,13.18312,1598,94
48.73229,18.4201,787,94
45.89189,6.44986,1765,94
45.98545,23.58734,290,94
44.59637,6.25838,2055,94
52.56856,-3.01729,361,94
45.45921,5.92109,1660,94
51.35347,8.83122,422,94
55.55516,24.51554,69,94
46.98846,9.69729,1401,94
46.92639,8.33923,1632,94
48.10455,8.08055,772,94
46.71589,7.74452,1391,94
50.39533,5.88305,390,94
43.71273,7.0192,679,94
48.98228,3.95944,187,94
49.77689,7.71916,139,94
46.97766,8.2492,1964,94
45.40973,6.12778,1392,94
45.73357,6.03014,1162,94
49.23396,18.81192,545,94
41.81558,13.14635,763,94
46.23283,12.79383,971,94
46.0862,6.74404,1156,94
47.9049,14.30786,1177,94
40.43292,15.07883,678,94
46.78696,13.26427,2153,94
48.59199,13.9059,654,94
46.18695,13.80192,1422,94
46.42263,6.952,1257,94
45.96656,13.69921,453,94
46.01783,7.09655,2285,94
45.93507,13.77783,505,94
48.8519,20.62394,809,94
52.63862,-6.78842,413,94
47.79248,19.96964,467,94
45.36655,7.54163,1546,94
38.49159,22.56911,1215,94
54.2572,-2.25647,506,94
44.06996,6.44859,1535,94
46.07001,11.88719,982,94
40.49594,23.20186,593,94
47.02714,8.6854,1276,94
49.09284,18.83475,1246,94
47.07661,8.54592,1016,94
47.02984,11.19864,2243,94
46.2877,13.59142,1571,94
46.30299,6.48917,900,94
46.88591,9.01636,2154,94
38.25471,-2.66224,1655,94
46.96147,12.59602,2187,94
43.96828,7.65449,1471,94
47.7592,13.15522,1245,94
46.33807,14.33069,850,94
45.93507,6.24951,1609,94
42.03519,0.73736,1191,94
41.22066,23.99565,1045,94
38.66092,21.39237,254,94
48.58839,8.18579,797,94
43.70193,11.55369,970,94
46.43703,7.49218,1937,94
46.16716,12.09261,1019,94
46.27331,13.15395,640,94
45.85411,9.46397,1522,94
46.09159,11.47127,1523,94
46.22743,14.00607,1427,94
38.51411,-6.61343,595,94
43.36449,12.56939,851,94
45.47989,22.76565,1111,94
46.77166,13.10323,1657,94
47.03074,12.67464,2660,94
41.35027,21.27698,880,94
48.48407,12.20927,489,94
46.50269,7.51374,2388,94
46.6907,8.7133,2835,94
51.18449,16.18836,122,94
44.50819,7.33114,1607,94
45.95126,6.69205,1969,94
50.63623,17.77594,184,94
46.19055,7.34128,1483,94
43.96018,7.63166,1294,94
50.42319,11.04648,658,94
46.41993,7.30071,1851,94
46.52608,8.30372,2281,94
46.17885,8.59157,1882,94
46.92819,8.54211,1971,94
45.81183,10.91461,1609,94
45.42412,13.99466,502,94
46.2895,13.29344,1326,94
46.44242,8.17819,1878,94
55.36383,25.26495,139,94
47.72503,12.04442,1336,94
50.59578,11.59427,394,94
40.29606,8.84137,975,94
44.78624,5.8095,1447,94
42.0658,24.58401,480,94
42.99194,0.87558,807,94
39.2066,-6.1189,805,94
50.35128,8.52309,354,94
42.02349,12.81666,523,94
48.96519,17.98136,341,94
43.94039,5.46967,658,94
54.62458,-3.07435,464,94
47.74032,12.67717,950,94
46.74918,8.26822,2346,94
47.59552,13.0132,1053,94
47.19172,9.06328,711,94
46.34167,7.84343,2363,94
51.31752,7.66336,394,94
45.15425,7.18405,838,94
46.86792,8.39375,1109,94
44.11855,4.27645,319,94
46.2814,14.52216,1256,94
46.0943,11.51819,1362,94
47.03793,8.92379,1950,94
45.63822,8.06406,1129,94
47.12787,9.35746,1834,94
45.21812,7.46809,1243,94
45.4682,7.97657,513,94
49.80566,7.81173,115,94
46.55217,11.24176,687,94
42.97483,13.27949,1270,94
46.78066,13.05885,2228,94
46.51709,8.28977,2160,94
45.35126,24.67785,1350,94
46.73118,11.2519,2077,94
46.96147,9.72012,1316,94
39.24982,8.40009,66,94
46.55127,7.84216,2527,94
46.39655,8.07928,2190,94
45.53657,5.82852,977,94
47.53976,13.34796,1111,94
51.27437,8.4394,586,94
55.61624,24.69814,73,94
41.53837,13.79811,704,94
46.94978,8.55099,1508,94
45.86041,9.3321,1164,94
45.43851,7.64942,1342,94
47.05142,9.63643,2531,94
47.26637,8.57762,538,94
49.51532,15.84472,593,94
46.60165,25.92813,1421,94
47.38328,7.68365,845,94
46.4973,8.23144,2596,94
45.76236,11.28614,1228,93
46.84003,6.58807,1034,93
45.60403,25.66565,706,93
43.82071,7.70775,605,93
52.02306,-3.10859,533,93
46.84723,12.81539,1323,93
43.97818,10.48474,585,93
45.90718,6.4879,2007,93
46.60974,12.24984,2203,93
55.59468,-3.70076,381,93
46.25982,13.84884,1543,93
47.07571,10.59886,2427,93
45.91888,10.08531,1475,93
46.9138,11.38251,2097,93
49.2043,8.00193,408,93
44.15185,9.66686,428,93
42.01089,0.89967,765,93
49.43262,13.19453,557,93
46.079,12.5212,990,93
44.33002,5.70298,1282,93
46.97766,9.44115,2163,93
45.24691,5.57364,1132,93
54.58506,24.0489,96,93
44.08616,7.81807,1116,93
40.23574,29.66122,328,93
46.81844,8.45335,2138,93
51.62849,-3.52577,376,93
46.59895,8.4394,2697,93
43.76042,7.43131,638,93
45.38004,5.93884,911,93
45.76775,9.5464,1012,93
45.59144,5.80443,822,93
46.73298,7.82948,1778,93
46.15636,8.4952,1582,93
47.55775,10.21338,739,93
52.17405,19.48905,91,93
46.84453,8.27202,1861,93
44.12125,7.99559,1091,93
51.31841,8.53831,627,93
51.28516,8.59791,701,93
44.95721,7.35396,819,93
51.89004,-3.57903,447,93
47.02894,11.91508,3215,93
46.50629,8.80206,1962,93
46.35876,7.7851,2905,93
46.37856,11.60949,2249,93
46.7051,8.80079,2083,93
48.36896,18.14494,400,93
46.52608,8.27836,2612,93
43.70913,6.82773,983,93
45.71378,10.15125,1269,93
46.13567,12.03428,1340,93
46.68351,22.56784,1025,93
44.4119,9.30293,924,93
48.98587,20.72539,507,93
46.25082,25.82415,861,93
47.01184,9.60219,2280,93
47.11528,13.1007,2135,93
46.93898,9.77718,1559,93
44.96801,25.44755,309,93
42.48431,12.90035,926,93
46.42803,8.09323,2849,93
46.33538,12.95868,1122,93
48.55782,9.3917,629,93
41.69228,13.84757,1137,93
45.48169,7.71282,1366,93
45.37735,7.35523,1668,93
46.0763,11.8073,1538,93
49.24115,13.49886,661,93
45.2748,5.7778,1541,93
47.42555,11.7718,1827,93
47.56585,10.61281,1276,93
45.78485,6.17216,1400,93
46.57826,25.97505,1025,93
46.95427,9.77464,2170,93
47.57304,14.0644,1681,93
51.91161,-2.99573,422,93
46.04122,8.83756,1581,93
46.30209,12.67464,1472,93
42.50951,1.98638,2000,93
46.24362,13.60537,524,93
46.23642,8.77543,1666,93
45.13176,21.33151,164,93
42.73993,24.61064,1102,93
39.76754,20.79132,971,93
46.26251,7.59489,2079,93
47.6306,11.46366,1448,93
51.1099,8.16424,474,93
47.60182,12.49077,1453,93
45.91798,8.72217,754,93
46.86792,11.82252,2404,93
44.16355,11.36602,895,93
49.17554,19.69067,1772,93
45.95756,6.72122,1805,93
46.53598,12.08754,2018,93
47.02534,12.1446,2877,93
45.62742,5.94391,659,93
42.3097,18.87786,813,93
47.44534,13.72711,1812,93
40.11599,-8.22003,364,93
47.22589,9.74421,1257,93
46.47751,11.78448,1872,93
51.1818,16.1668,121,93
48.93913,11.36222,408,93
45.63822,24.68673,1896,93
53.91498,-2.628,419,93
47.45163,12.20166,1363,93
47.70974,14.90638,1740,93
41.64188,13.46843,379,93
46.47931,8.22891,1986,93
46.31199,14.45115,1045,93
50.61915,14.74914,276,93
49.92072,14.00861,251,93
47.74661,12.81412,1337,93
48.95351,19.58796,1638,93
42.52121,0.55096,2046,93
46.79775,12.96375,2368,93
47.03883,9.77845,2350,93
44.11316,6.19625,1093,93
54.63087,-3.1238,585,93
47.68726,18.87532,679,93
46.34617,13.19833,1474,93
47.63869,11.3749,1165,93
53.33114,-1.73784,175,93
38.49429,-0.64353,930,93
42.1855,13.89322,1086,93
39.82246,-8.40516,432,93
46.65562,7.95628,2050,93
45.92518,9.01382,1571,93
47.67107,12.31452,1218,93
43.98988,6.4245,1393,93
47.21151,9.30547,1299,93
49.17554,20.22451,1731,93
47.32572,12.99925,1637,93
41.75438,13.70808,1141,93
46.15816,8.41277,1882,93
44.03937,11.39012,811,93
46.43972,7.35396,2443,93
47.93008,14.31167,1041,93
46.2868,13.41644,1515,93
43.92419,10.58618,708,93
43.2835,27.10613,125,93
45.89009,6.46507,2077,93
46.80764,6.53735,962,93
44.19234,6.44225,1766,93
46.19774,10.08277,1475,93
42.50051,2.54304,1464,93
46.84543,9.24968,1680,93
51.71657,-3.34317,202,93
47.24298,7.46682,1296,93
45.36565,7.49598,1834,93
49.49284,13.26554,505,93
44.86902,5.53941,1716,93
47.26907,12.4261,1013,93
46.34077,14.35985,1109,93
45.20553,5.65226,720,93
45.59144,6.07579,1528,93
53.76228,-9.66179,610,93
42.87043,2.56333,601,93
50.62095,14.7149,275,93
42.43121,13.54831,1686,93
49.51262,12.03808,516,93
48.76826,8.39756,530,93
46.86432,12.07993,2123,93
46.26521,15.99435,547,93
49.52161,22.40553,575,93
43.2745,27.29127,147,93
46.70779,11.14285,1458,93
45.66341,8.12239,1326,93
48.00203,15.61648,738,93
44.81233,6.71995,2625,93
46.22023,8.94788,1835,93
51.48559,6.43337,29,93
44.77634,5.88178,1648,93
47.68366,14.08976,1678,93
53.3509,-1.83548,398,93
46.96507,13.09816,2117,93
46.25442,7.26393,2028,93
42.82003,1.41322,1794,93
47.18542,9.06708,747,93
45.77405,9.52864,1260,93
41.07935,-3.7109,1679,93
46.94798,13.26554,2383,93
47.10448,8.74373,1179,93
48.39774,10.65593,463,93
47.7637,7.86118,938,93
46.20674,7.46302,2183,93
48.19358,8.11986,736,93
47.18633,9.8,788,92
45.62023,8.01841,980,92
50.10858,7.12952,329,92
43.80001,6.95453,1007,92
53.49821,-9.6694,384,92
45.58065,24.6043,1951,92
47.66298,11.78067,1363,92
47.17284,7.2931,880,92
45.66251,6.11763,1423,92
50.5778,5.65733,122,92
53.9015,-2.62039,332,92
49.207,13.08168,902,92
51.1827,10.1411,209,92
45.23611,5.71059,1146,92
46.41904,8.00193,3099,92
44.82403,5.41514,1441,92
41.90919,13.32894,1883,92
42.69312,24.76915,1657,92
46.10419,12.56178,961,92
42.3088,13.7195,877,92
46.92009,11.34447,2399,92
47.27086,12.2359,1912,92
46.77436,8.06406,1385,92
46.76807,9.4551,1381,92
44.53878,5.71566,1459,92
40.97044,33.20918,1247,92
45.78934,11.52199,969,92
46.35786,7.81553,2891,92
45.83612,6.80491,3436,92
46.50629,8.20735,3086,92
45.69219,9.99528,933,92
48.11084,8.09196,918,92
48.8528,16.21879,233,92
46.15726,8.56494,1499,92
44.18064,6.45873,2017,92
45.92158,10.91714,577,92
46.85892,11.58413,2422,92
45.13716,5.63324,1768,92
39.78284,20.74187,586,92
45.98455,8.45589,1200,92
43.32129,13.05505,1123,92
46.71679,7.28042,1247,92
46.79055,13.39234,1547,92
38.76089,-0.47995,976,92
47.02894,8.52182,1529,92
45.8775,9.00748,961,92
43.09723,12.87499,1338,92
47.87971,14.14556,624,92
45.23252,5.75878,993,92
50.88251,-2.29831,101,92
52.57664,-2.751,176,92
46.76986,13.11972,1671,92
46.80315,6.51706,1245,92
49.10812,8.72344,189,92
45.64182,24.71209,1716,92
40.3933,-0.06784,1057,92
47.04423,9.81776,2275,92
44.75114,6.07705,2392,92
45.82263,9.28518,580,92
46.02233,9.38916,1102,92
40.77686,30.33328,52,92
44.00428,6.46634,1500,92
47.29245,13.42531,1785,92
47.02804,11.94805,2864,92
40.76606,8.16804,69,92
46.82114,11.2519,1213,92
41.65718,-8.36586,344,92
41.88579,-7.73057,1323,92
46.86882,17.50204,239,92
41.92539,24.94921,663,92
47.54696,12.28281,1496,92
46.34707,7.78383,2691,92
45.33147,7.56319,980,92
45.74077,6.03648,1193,92
46.94798,9.01002,1345,92
49.62408,6.59188,263,92
47.73222,12.62265,1291,92
